"DISPATCH UNITS",LOCATION,TYPE,ADDRESS,CITY,"CREATE DATE"
"E48, E49","8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-07-10 12:10"
"B48, E49",,AUTOAS,"172 RUCKER AV","Santa Clara County","2026-06-26 02:13"
E47,"7240 CHURCH ST, GILROY, CA, 95020",MEDICF,"7240 CHURCH ST",Gilroy,"2026-06-06 06:50"
E48,,1072F,"935 THIRD ST",Gilroy,"2026-06-26 02:26"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-19 18:30"
E48,"401 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"401 LEAVESLEY RD",Gilroy,"2026-07-07 23:15"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-01 00:32"
E48,"277 IOOF AVE, GILROY, CA, 95020",MEDICF,"277 IOOF AV",Gilroy,"2026-06-03 10:20"
E47,"7171 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7171 CAMINO ARROYO",Gilroy,"2026-06-03 10:24"
E47,"7390 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7390 MONTEREY ST",Gilroy,"2026-06-17 02:19"
E48,"8195 MONTEREY ST, GILROY, CA, 95020",MEDICF,"8195 MONTEREY ST",Gilroy,"2026-07-10 22:46"
E48,,MEDICF,"SANTA TERESA BL/FIRST ST",Gilroy,"2026-07-02 00:00"
E49,"1545 ARROWHEAD CT, GILROY, CA, 95020",MEDICF,"1545 ARROWHEAD CT",Gilroy,"2026-06-08 02:08"
E47,"7251 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7251 CAMINO ARROYO",Gilroy,"2026-06-03 10:52"
E47,,MEDICF,"MONTEREY ST/FOURTH ST",Gilroy,"2026-06-07 08:14"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-15 06:21"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-14 19:31"
E49,"9359 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9359 MONTEREY RD",Gilroy,"2026-07-10 22:57"
E47,"7425 CHURCH ST, GILROY, CA, 95020",MEDICF,"7425 CHURCH ST",Gilroy,"2026-07-05 22:37"
"RM49, E48","7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-05 22:51"
E49,"9170 S EGRET CT, GILROY, CA, 95020",MEDICF,"9170 S EGRET CT",Gilroy,"2026-06-06 08:00"
E48,,MEDICF,"381 FIRST ST",Gilroy,"2026-07-01 13:54"
E48,"245 FARRELL AVE, GILROY, CA, 95020",1033SD,"245 FARRELL AV",Gilroy,"2026-07-09 13:16"
E47,"5878 GARLIC FARM DR, GILROY, CA, 95020",MEDICF,"5878 GARLIC FARM DR",Gilroy,"2026-06-23 03:57"
E48,,MEDICF,"KERN AV/MANTELLI DR",Gilroy,"2026-06-07 09:58"
E48,"6420 TAWHANA LN, GILROY, CA, 95020",MEDICF,"6420 TAWHANA LN",Gilroy,"2026-06-08 02:25"
E47,"6330 BERRYBUSH CT, GILROY, CA, 95020",MEDICF,"6330 BERRYBUSH CT",Gilroy,"2026-06-05 10:05"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-26 02:49"
E47,"7651 CHURCH ST APT A, GILROY, CA, 95020",MEDICF,"7651 CHURCH ST",Gilroy,"2026-06-06 08:09"
E47,,AUTOAVA,"PACHECO PASS HY/FERGUSON RD","Santa Clara County","2026-07-03 23:15"
E47,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2026-06-27 00:58"
E47,"7160 HARVARD PL, GILROY, CA, 95020",MEDICF,"7160 HARVARD PL",Gilroy,"2026-06-17 02:56"
E49,"8970 CALLE DEL REY, GILROY, CA, 95020",MEDICF,"8970 CALLE DEL REY",Gilroy,"2026-06-07 09:44"
"RM49, E49","1396 WHITE OAK PL, GILROY, CA, 95020",MEDICF,"1396 WHITE OAK PL",Gilroy,"2026-06-21 18:34"
E49,,AUTOAV,"MONTEREY RD/RUCKER AV","Santa Clara County","2026-06-03 11:35"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-29 02:33"
E48,"6987 SPUMANTE WAY, GILROY, CA, 95020",MEDICF,"6987 SPUMANTE WY",Gilroy,"2026-06-27 00:07"
E48,"9250 JACARANDA WAY, GILROY, CA, 95020",MEDICF,"9250 JACARANDA WY",Gilroy,"2026-06-07 10:00"
E47,"7311 ALEXANDER ST APT A, GILROY, CA, 95020",MEDICF,"7311 ALEXANDER ST",Gilroy,"2026-06-05 10:36"
"E47, E49","908 MONTICELLI CT, GILROY, CA, 95020",MEDICF,"908 MONTICELLI CT",Gilroy,"2026-06-07 10:02"
"E47, B68, WT68, RM49, B47, E49, E68","8800 LILLY AVE, GILROY, CA, 95020",FIRES,"8800 LILLY AV",Gilroy,"2026-06-03 11:42"
"RM49, E49","1545 MARGARETA PL, GILROY, CA, 95020",MEDICF,"1545 MARGARETA PL",Gilroy,"2026-06-11 07:47"
"E48, E47","8697 SAN YSIDRO AVE, GILROY, CA, 95020",1033SD,"8697 SAN YSIDRO AV",Gilroy,"2026-06-04 11:26"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-19 19:15"
E48,"7680 FILICE DR, GILROY, CA, 95020",MEDICF,"7680 FILICE DR",Gilroy,"2026-06-21 18:32"
E48,"1416 WHITE OAK PL, GILROY, CA, 95020",MEDICF,"1416 WHITE OAK PL",Gilroy,"2026-06-14 03:16"
E49,"727 LA PALOMA WAY, GILROY, CA, 95020",MEDICF,"727 LA PALOMA WY",Gilroy,"2026-06-03 12:08"
E47,"7150 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7150 MONTEREY ST",Gilroy,"2026-06-24 03:40"
"E48, E47","7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-05 10:48"
E47,"7493 CHESTNUT ST, GILROY, CA, 95020",MEDICF,"7493 CHESTNUT ST",Gilroy,"2026-07-14 22:06"
E49,"1469 BAY TREE DR, GILROY, CA, 95020",MEDICF,"1469 BAY TREE DR",Gilroy,"2026-06-20 05:45"
E49,"1674 CREST HILL WAY, GILROY, CA, 95020",MEDICF,"1674 CREST HILL WY",Gilroy,"2026-07-05 23:10"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-06-12 07:41"
E47,,MEDICF,"935 THIRD ST",Gilroy,"2026-06-27 01:33"
"E47, B48, WT68, E68",,1180F,"US HWY 101/MONTEREY RD ON 101S RP",Gilroy,"2026-06-07 11:15"
E47,,MEDICF,"935 THIRD ST",Gilroy,"2026-07-12 22:37"
E47,"6755 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"6755 CAMINO ARROYO",Gilroy,"2026-06-04 12:35"
"E69, E49","2812 TAYMOUTH WAY, GILROY, CA, 95020",MEDICF,"2812 TAYMOUTH WY",Gilroy,"2026-07-08 12:18"
E47,,MEDICF,"650 FIFTH ST",Gilroy,"2026-06-21 18:59"
E49,"9389 MONTEREY RD, GILROY, CA, 95020",MEDICF,"9389 MONTEREY RD",Gilroy,"2026-06-08 05:07"
E47,"7070 CHESTNUT ST, GILROY, CA, 95020",MEDICF,"7070 CHESTNUT ST",Gilroy,"2026-07-17 19:24"
E48,"980 MANTELLI DR, GILROY, CA, 95020",PS,"980 MANTELLI DR",Gilroy,"2026-06-20 19:50"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2026-06-21 03:22"
"E48, RM49","7542 TURNBERRY WAY, GILROY, CA, 95020",PSLIFT,"7542 TURNBERRY WY",Gilroy,"2026-06-23 05:09"
E48,"465 MANTELLI DR, GILROY, CA, 95020",MEDICF,"465 MANTELLI DR",Gilroy,"2026-06-12 08:15"
"E50, E49, E69",,SMOKE,"SANTA TERESA BL/THIRD ST",Gilroy,"2026-07-14 11:50"
E49,"1520 HECKER PASS RD APT 1102, GILROY, CA, 95025",MEDICF,"1520 HECKER PASS RD",Gilroy,"2026-06-15 07:52"
E47,"275 VICTORIA DR, GILROY, CA, 95020",MEDICF,"275 VICTORIA DR",Gilroy,"2026-07-14 11:43"
E48,"8080 WREN AVE, GILROY, CA, 95020",MEDICF,"8080 WREN AV",Gilroy,"2026-07-03 23:46"
E49,"9672 CHERRYWOOD CT, GILROY, CA, 95020",MEDICF,"9672 CHERRYWOOD CT",Gilroy,"2026-06-06 10:49"
E49,"2490 SCARLETT RD, GILROY, CA, 95020",AUTOAM,"2490 SCARLETT RD","Santa Clara County","2026-06-06 11:15"
E49,"1700 COLONY CT, GILROY, CA, 95020",PSLIFT,"1700 COLONY CT",Gilroy,"2026-06-24 04:13"
E49,"9758 HOPI LN, GILROY, CA, 95020",1033CM,"9758 HOPI LN",Gilroy,"2026-07-01 13:56"
E48,"9275 KERN AVE, GILROY, CA, 95020",AUTOAM,"9275 KERN AV","Santa Clara County","2026-06-13 07:41"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-07 12:56"
"RM49, E47","1319 W LUCHESSA AVE, GILROY, CA, 95020",MEDICF,"1319 W LUCHESSA AV",Gilroy,"2026-06-27 19:13"
"E48, E47","1940 BALLYBUNION CT, GILROY, CA, 95020",MEDICF,"1940 BALLYBUNION CT",Gilroy,"2026-06-06 10:53"
"E48, RM49","1319 W LUCHESSA AVE, GILROY, CA, 95020",MEDICF,"1319 W LUCHESSA AV",Gilroy,"2026-06-04 12:42"
E47,"715 WILLIAMSBURG WAY, GILROY, CA, 95020",MEDICF,"715 WILLIAMSBURG WY",Gilroy,"2026-06-08 06:38"
E47,,WIRESAF,"E SIXTH ST/CHESTNUT ST",Gilroy,"2026-06-22 05:14"
E49,"9270 JACARANDA WAY, GILROY, CA, 95020",MEDICF,"9270 JACARANDA WY",Gilroy,"2026-06-11 09:41"
E49,"213 WINDSONG WAY, GILROY, CA, 95020",MEDICF,"213 WINDSONG WY",Gilroy,"2026-06-06 11:28"
E47,"7050 MILLER AVE, GILROY, CA, 95020",MEDICF,"7050 MILLER AV",Gilroy,"2026-06-16 08:14"
E48,"8425 SAN YSIDRO AVE, GILROY, CA, 95020",MEDICF,"8425 SAN YSIDRO AV",Gilroy,"2026-07-09 23:01"
E49,,MUTAID,"US HWY 101/CHURCH AV","Santa Clara County","2026-06-09 10:00"
E47,"7530 CHURCH ST, GILROY, CA, 95020",MEDICF,"7530 CHURCH ST",Gilroy,"2026-06-12 09:08"
E47,"7420 ALEXANDER ST, GILROY, CA, 95020",MEDICF,"7420 ALEXANDER ST",Gilroy,"2026-07-01 01:34"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-19 20:12"
E49,"7735 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7735 ISABELLA WY",Gilroy,"2026-06-10 09:31"
"E48, E49, B49, E47, E650","6205 ENGLE WAY, GILROY, CA, 95020",VEGF,"6205 ENGLE WY",Gilroy,"2026-07-15 21:46"
E48,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-13 08:20"
E49,"8697 SAN YSIDRO AVE, GILROY, CA, 95020",1033SD,"8697 SAN YSIDRO AV",Gilroy,"2026-06-05 13:50"
E48,"375 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"375 LEAVESLEY RD",Gilroy,"2026-06-18 04:43"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-06-09 09:55"
"E48, E49","459 MADISON CT, GILROY, CA, 95020",MEDICF,"459 MADISON CT",Gilroy,"2026-06-12 09:16"
E49,"7600 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7600 ISABELLA WY",Gilroy,"2026-06-13 08:05"
E47,"290 IOOF AVE, GILROY, CA, 95020",MEDICF,"290 IOOF AV",Gilroy,"2026-06-04 14:21"
"E47, E48",,AUTOAVA,"PACHECO PASS HY/HOLSCLAW RD","Santa Clara County","2026-06-09 10:40"
"E47, E49","5887 MONTEREY RD, GILROY, CA, 95020",MEDICF,"5887 MONTEREY RD",Gilroy,"2026-06-10 09:55"
"E47, B48, E48, E49, B68, E68","7150 CAMINO ARROYO, GILROY, CA, 95020",VEGF,"7150 CAMINO ARROYO",Gilroy,"2026-06-07 13:55"
"E49, E47, E69, E48","8288 DELTA DR, GILROY, CA, 95020",MEDICF,"8288 DELTA DR",Gilroy,"2026-06-07 15:06"
E49,,AUTOAM,"95 BUENA VISTA",Gilroy,"2026-06-21 04:49"
E48,,PS,"7801 CARMEL ST",Gilroy,"2026-06-26 18:12"
"B48, E48, E47","441 WELBURN AVE, GILROY, CA, 95020",1181F,"441 WELBURN AV",Gilroy,"2026-06-08 07:56"
E650,,FMIS,"15350 PENITENCIA CREEK RD","San Jose","2026-06-08 08:11"
E47,"7171 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"7171 CAMINO ARROYO",Gilroy,"2026-07-02 01:11"
"E48, E49","267 CARLYLE CT, GILROY, CA, 95020",MEDICF,"267 CARLYLE CT",Gilroy,"2026-06-11 10:35"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-27 03:09"
E48,"468 EL CERRITO WAY, GILROY, CA, 95020",MEDICF,"468 EL CERRITO WY",Gilroy,"2026-06-06 13:15"
E48,"90 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"90 LEAVESLEY RD",Gilroy,"2026-06-08 08:22"
T47,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-09 11:22"
"E48, E47",,MEDICF,"CHESTNUT ST/LEWIS ST",Gilroy,"2026-07-02 01:21"
E47,,1033SD,"200 E TENTH ST",Gilroy,"2026-07-06 23:49"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-21 20:52"
E49,"330 DAY RD, GILROY, CA, 95020",AUTOAVA,"330 DAY RD","Santa Clara County","2026-06-09 11:28"
"RM49, E47","6631 LOPEZ WAY, GILROY, CA, 95020",MEDICF,"6631 LOPEZ WY",Gilroy,"2026-06-20 20:58"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-07-06 13:44"
E48,"8282 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8282 MURRAY AV",Gilroy,"2026-07-08 22:29"
E47,"7241 EIGLEBERRY ST, GILROY, CA, 95020",PSLIFT,"7241 EIGLEBERRY ST",Gilroy,"2026-06-25 01:38"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-19 20:59"
E47,"7206 TRENTON PL, GILROY, CA, 95020",MEDICF,"7206 TRENTON PL",Gilroy,"2026-07-01 02:15"
E48,"1055 MONTE BELLO DR APT A101, GILROY, CA, 95020",PSLIFT,"1055 MONTE BELLO DR",Gilroy,"2026-06-11 12:02"
"RM49, B47, E48, E47","7050 MILLER AVE, GILROY, CA, 95020",VEGF,"7050 MILLER AV",Gilroy,"2026-07-11 22:20"
E48,"7880 WREN AVE, GILROY, CA, 95020",MEDICF,"7880 WREN AV",Gilroy,"2026-06-10 10:49"
E48,"380 SHERWOOD DR, GILROY, CA, 95020",MEDICF,"380 SHERWOOD DR",Gilroy,"2026-06-22 06:32"
"E68, RM49",,1071F,"340 E TENTH ST",Gilroy,"2026-07-05 23:53"
E49,"9197 ORINDA WAY, GILROY, CA, 95020",MEDICF,"9197 ORINDA WY",Gilroy,"2026-07-05 23:50"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-07-07 00:07"
"E49, RM49","8383 WREN AVE, GILROY, CA, 95020",MOVE,"8383 WREN AV",Gilroy,"2026-07-05 23:33"
"E69, E48","2810 CLUB DR, GILROY, CA, 95020",MEDICF,"2810 CLUB DR",Gilroy,"2026-07-12 22:23"
"B48, E49, E649",,AUTOAV,"2040 SAN PEDRO AVE",COUNTY,"2026-06-27 17:37"
"E49, E48","1500 DOVETAIL WAY, GILROY, CA, 95020",MEDICF,"1500 DOVETAIL WY",Gilroy,"2026-06-10 11:23"
E48,,MEDICF,"LEAVESLEY RD/US HWY 101",Gilroy,"2026-06-08 10:32"
E47,"5878 GARLIC FARM DR, GILROY, CA, 95020",MEDICF,"5878 GARLIC FARM DR",Gilroy,"2026-07-18 16:40"
"E47, B49, E650, E2614",,VEGF,"STONEY CT/E SIXTH ST",Gilroy,"2026-07-04 20:52"
"E47, RM49, E49, B48",,1033GF,"200 E TENTH ST",Gilroy,"2026-07-08 22:45"
E650,,FMIS,"15350 PENITENCIA CREEK RD","San Jose","2026-06-10 08:17"
"E48, E650",,MEDICF,"1140 THIRD ST",Gilroy,"2026-06-09 12:50"
B48,,AUTOAS,"SIXTH ST/RUCKER AV","Santa Clara County","2026-06-13 10:35"
E48,"1980 PACHECO PASS HWY, GILROY, CA, 95020",AUTOAM,"1980 PACHECO PASS HWY",COUNTY,"2026-06-11 12:25"
E49,,MEDICF,"MONTEREY RD/FARRELL AV",Gilroy,"2026-06-19 08:10"
E49,"9790 DESERT BLOOM PL, GILROY, CA, 95020",MEDICF,"9790 DESERT BLOOM PL",Gilroy,"2026-06-18 20:33"
E47,,SMOKE,"PRINCEVALLE ST/W EIGHTH ST",Gilroy,"2026-06-18 20:13"
E650,,FMIS,"153850 PENITENCIA CREEK RD","San Jose","2026-06-12 08:15"
RM49,"7445 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7445 MONTEREY ST",Gilroy,"2026-07-06 00:24"
E48,"1010 WENTZ DR, GILROY, CA, 95020",MEDICF,"1010 WENTZ DR",Gilroy,"2026-06-10 12:27"
E48,"370 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"370 LEAVESLEY RD",Gilroy,"2026-06-10 12:10"
E47,"7240 EAST ST, GILROY, CA, 95020",WIRESDF,"7240 EAST ST",Gilroy,"2026-06-22 07:03"
E47,"7070 CHESTNUT ST, GILROY, CA, 95020",MEDICF,"7070 CHESTNUT ST",Gilroy,"2026-06-19 08:03"
"RM49, E49",,MEDICF,"510 W NINTH ST",Gilroy,"2026-06-11 12:34"
E50,"7250 MONTEREY ST, GILROY, CA, 95020",ODF,"7250 MONTEREY ST",Gilroy,"2026-06-16 11:03"
E47,,AUTOAVA,"US HWY 101/HWY 25","Santa Clara County","2026-06-17 07:28"
E47,"6915 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"6915 CAMINO ARROYO",Gilroy,"2026-06-11 12:23"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2026-06-20 07:48"
E49,"9790 DESERT BLOOM PL, GILROY, CA, 95020",MEDICF,"9790 DESERT BLOOM PL",Gilroy,"2026-07-06 00:17"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-03 02:04"
E49,"1647 VALLEY OAKS DR, GILROY, CA, 95020",MEDICF,"1647 VALLEY OAKS DR",Gilroy,"2026-06-21 06:33"
"E47, B48, E48","7610 ISABELLA WAY, GILROY, CA, 95020",1033SD,"7610 ISABELLA WY",Gilroy,"2026-06-08 12:07"
E48,"1090 SAN MIGUEL ST, GILROY, CA, 95020",MEDICF,"1090 SAN MIGUEL ST",Gilroy,"2026-06-20 08:35"
E48,"390 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"390 LEAVESLEY RD",Gilroy,"2026-06-11 13:49"
E49,"479 MADISON CT, GILROY, CA, 95020",MEDICF,"479 MADISON CT",Gilroy,"2026-06-11 13:52"
E48,"8490 WREN AVE, GILROY, CA, 95020",MEDICF,"8490 WREN AV",Gilroy,"2026-06-10 13:03"
"E49, E650","1681 CLOVE PL, GILROY, CA, 95020",MEDICF,"1681 CLOVE PL",Gilroy,"2026-06-12 13:38"
E48,"7797 EIGLEBERRY ST, GILROY, CA, 95020",PSLIFT,"7797 EIGLEBERRY ST",Gilroy,"2026-06-10 13:32"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",PSLIFT,"6500 MONTEREY RD",Gilroy,"2026-06-13 11:22"
E48,"1396 WHITE OAK PL, GILROY, CA, 95020",MEDICF,"1396 WHITE OAK PL",Gilroy,"2026-06-12 13:31"
"T47, E47","7241 EIGLEBERRY ST, GILROY, CA, 95020",MEDICF,"7241 EIGLEBERRY ST",Gilroy,"2026-06-09 16:01"
E49,"7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-12 18:37"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-06-25 03:48"
E50,"7241 EIGLEBERRY ST, GILROY, CA, 95020",MEDICF,"7241 EIGLEBERRY ST",Gilroy,"2026-06-16 11:26"
E48,"280 GURRIES DR, GILROY, CA, 95020",MEDICF,"280 GURRIES DR",Gilroy,"2026-06-16 11:45"
E47,"1311 W LUCHESSA AVE, GILROY, CA, 95020",MEDICF,"1311 W LUCHESSA AV",Gilroy,"2026-06-13 12:15"
E48,"260 FARRELL AVE, GILROY, CA, 95020",MEDICF,"260 FARRELL AV",Gilroy,"2026-06-23 07:30"
RM49,,SMOKE,"1599 THIRD ST",Gilroy,"2026-06-26 06:29"
E47,"7520 ARROYO CIR, GILROY, CA, 95020",MEDICF,"7520 ARROYO CI",Gilroy,"2026-06-11 15:39"
"E48, E49",,MEDICF,"495 FIFTH ST",Gilroy,"2026-06-19 09:09"
E47,"5750 FRAZIER LAKE RD, GILROY, CA, 95020",AUTOAM,"5750 FRAZIER LAKE RD","Santa Clara County","2026-06-28 15:31"
E47,"144 LEWIS ST, GILROY, CA, 95020",MEDICF,"144 LEWIS ST",Gilroy,"2026-07-09 23:25"
"E49, E48","5878 GARLIC FARM DR, GILROY, CA, 95020",MEDICF,"5878 GARLIC FARM DR",Gilroy,"2026-06-19 09:08"
E48,,FMIS,"LEAVESLEY RD/US HWY 101",Gilroy,"2026-07-04 20:27"
E48,"851 RYAN CT, GILROY, CA, 95020",MEDICF,"851 RYAN CT",Gilroy,"2026-06-12 15:19"
E48,"375 LEAVESLEY RD, GILROY, CA, 95020",MEDICF,"375 LEAVESLEY RD",Gilroy,"2026-06-30 04:35"
E49,"9672 CHERRYWOOD CT, GILROY, CA, 95020",MEDICF,"9672 CHERRYWOOD CT",Gilroy,"2026-06-09 17:56"
"B68, RM49, E68, E49","11 COHANSEY AVE, GILROY, CA, 95020",VEGF,"11 COHANSEY AV",Gilroy,"2026-07-06 00:43"
E47,"7010 CHESTNUT ST, GILROY, CA, 95025",1181F,"7010 CHESTNUT ST",Gilroy,"2026-06-12 14:13"
E48,"8800 LILLY AVE, GILROY, CA, 95020",MEDICF,"8800 LILLY AV",Gilroy,"2026-06-11 16:42"
E48,"8001 CHURCH ST, GILROY, CA, 95020",MEDICF,"8001 CHURCH ST",Gilroy,"2026-06-09 18:54"
E47,,SMOKE,"LEWIS ST/GENNARO WY",Gilroy,"2026-06-13 13:50"
E48,"8170 MURRAY AVE, GILROY, CA, 95020",MEDICF,"8170 MURRAY AV",Gilroy,"2026-06-15 12:07"
E49,"1423 OUSLEY DR, GILROY, CA, 95020",MEDICF,"1423 OUSLEY DR",Gilroy,"2026-06-10 17:36"
E48,"1055 MONTE BELLO DR APT A101, GILROY, CA, 95020",MEDICF,"1055 MONTE BELLO DR",Gilroy,"2026-06-26 06:28"
"E49, E48","9120 GUNNERA LN, GILROY, CA, 95020",1033SD,"9120 GUNNERA LN",Gilroy,"2026-06-14 10:30"
B48,,AUTOAV,152/156,Gilroy,"2026-06-27 21:45"
E48,,MEDICF,"935 THIRD ST",Gilroy,"2026-06-23 16:26"
E47,,MEDICF,"LEWIS ST/CHESTNUT ST",Gilroy,"2026-07-02 02:41"
E49,"925 JAGUAR PL, GILROY, CA, 95020",MEDICF,"925 JAGUAR PL",Gilroy,"2026-06-26 19:26"
E48,"7340 MAPLE ST, GILROY, CA, 95020",MEDICF,"7340 MAPLE ST",Gilroy,"2026-06-10 18:48"
"E48, B48, E47, E49","8886 MURAOKA DR, GILROY, CA, 95020",GASIF,"8886 MURAOKA DR",Gilroy,"2026-06-14 10:59"
E47,"6500 MONTEREY RD, GILROY, CA, 95020",MEDICF,"6500 MONTEREY RD",Gilroy,"2026-06-23 16:19"
"B48, E47","675 BOLSA RD, GILROY, CA, 95020",AUTOAVA,"675 BOLSA RD","Santa Clara County","2026-06-13 14:59"
E47,"650 JOHNSON WAY, GILROY, CA, 95020",MEDICF,"650 JOHNSON WY",Gilroy,"2026-06-10 18:39"
E47,,MEDICF,"W TENTH ST/VALLEY FORGE DR",Gilroy,"2026-07-09 13:46"
E47,"8095 CAMINO ARROYO, GILROY, CA, 95020",MEDICF,"8095 CAMINO ARROYO",Gilroy,"2026-06-09 19:19"
E69,"2740 HECKER PASS RD, GILROY, CA, 95020",1181F,"2740 HECKER PASS RD",Gilroy,"2026-06-17 09:02"
E49,,MEDICF,"1300 FIRST ST",Gilroy,"2026-06-10 18:54"
E48,"8065 MONTEREY ST, GILROY, CA, 95020",MEDICF,"8065 MONTEREY ST",Gilroy,"2026-06-29 06:02"
E47,"6650 TECATE LN, GILROY, CA, 95020",MEDICF,"6650 TECATE LN",Gilroy,"2026-07-06 14:12"
E47,"5900 OBATA WAY, GILROY, CA, 95020",1033GF,"5900 OBATA WY",Gilroy,"2026-06-20 10:08"
"E49, E48, E69","7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-17 09:06"
E48,"8000 CHURCH ST, GILROY, CA, 95020",MEDICF,"8000 CHURCH ST",Gilroy,"2026-06-15 12:41"
"RM49, E49","7610 ISABELLA WAY, GILROY, CA, 95020",MEDICF,"7610 ISABELLA WY",Gilroy,"2026-06-23 16:35"
"E68, WT68, E47, E48, B47, E69, B68, RM49","110 E LUCHESSA AVE, GILROY, CA, 95020",FIRES,"110 E LUCHESSA AV",Gilroy,"2026-07-05 23:18"
E48,"8711 CHURCH ST, GILROY, CA, 95020",MEDICF,"8711 CHURCH ST",Gilroy,"2026-07-08 01:48"
"E48, RM49",,MEDICF,"1020 W SIXTH ST",Gilroy,"2026-06-25 18:17"
E47,"7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-06-12 17:46"
"E48, RM49, B49",,DROWNF,"7080 MILLER AV",Gilroy,"2026-06-10 19:45"
"E48, RM49","7250 MONTEREY ST, GILROY, CA, 95020",MEDICF,"7250 MONTEREY ST",Gilroy,"2026-07-06 14:13"
E50,"5874 CALIENTE WAY, GILROY, CA, 95020",MEDICF,"5874 CALIENTE WY",Gilroy,"2026-06-16 13:10"
E48,"7178 ROSANNA ST, GILROY, CA, 95020",MEDICF,"7178 ROSANNA ST",Gilroy,"2026-06-13 15:38"
E49,"9771 LINNET CT, GILROY, CA, 95020",MEDICF,"9771 LINNET CT",Gilroy,"2026-06-14 12:54"
"RM49, E47","655 E LUCHESSA AVE, GILROY, CA, 95020",1181F,"655 E LUCHESSA AV",Gilroy,"2026-06-30 05:12"
